Código,Descrição,Divisão,Carga de Incêndio,Descrição original
C-53-3,Comércio atacadista de cimento,C-1,40,Comércio atacadista de cimento
C-54-0,Comércio atacadista de mármores e granitos,C-1,40,
C-54-1,"atacadista de mármores e granitos, Comércio",C-1,40,Comércio atacadista de mármores e granitos
C-54-2,"Comércio, atacadista de mármores e granitos",C-1,40,Comércio atacadista de mármores e granitos
C-54-3,Comércio atacadista de mármores e granitos,C-1,40,Comércio atacadista de mármores e granitos
C-55-0,"Comércio atacadista de vidros, espelhos e vitrais",C-1,200,
C-55-1,"atacadista de vidros, espelhos e vitrais, Comércio",C-1,200,"Comércio atacadista de vidros, espelhos e vitrais"
C-55-2,"Comércio, atacadista de vidros, espelhos e vitrais",C-1,200,"Comércio atacadista de vidros, espelhos e vitrais"
C-55-3,"Comércio atacadista de vidros, espelhos e vitrais",C-1,200,"Comércio atacadista de vidros, espelhos e vitrais"
C-56-0,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",C-1,200,
C-56-1,"atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção, Comércio",C-1,200,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
C-56-2,"Comércio, atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",C-1,200,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
C-56-3,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",C-1,200,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
C-57-0,Comércio atacadista de resíduos e sucatas metálicos,C-1,200,
C-57-1,"atacadista de resíduos e sucatas metálicos, Comércio",C-1,200,Comércio atacadista de resíduos e sucatas metálicos
C-57-2,"Comércio, atacadista de resíduos e sucatas metálicos",C-1,200,Comércio atacadista de resíduos e sucatas metálicos
C-57-3,Comércio atacadista de resíduos e sucatas metálicos,C-1,200,Comércio atacadista de resíduos e sucatas metálicos
C-58-0,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",C-1,200,
C-58-1,"atacadista de produtos da extração mineral, exceto combustíveis, Comércio",C-1,200,"Comércio atacadista de produtos da extração mineral, exceto combustíveis"
C-58-2,"Comércio, atacadista de produtos da extração mineral, exceto combustíveis",C-1,200,"Comércio atacadista de produtos da extração mineral, exceto combustíveis"
C-58-3,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",C-1,200,"Comércio atacadista de produtos da extração mineral, exceto combustíveis"
C-59-0,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",C-1,300,
C-59-1,"varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns, Comércio",C-1,300,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
C-59-2,"Comércio, varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",C-1,300,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
C-59-3,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",C-1,300,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
C-60-0,Comércio varejista de carnes - açougues,C-1,40,
C-60-1,"varejista de carnes - açougues, Comércio",C-1,40,Comércio varejista de carnes - açougues
C-60-2,"Comércio, varejista de carnes - açougues",C-1,40,Comércio varejista de carnes - açougues
C-60-3,Comércio varejista de carnes - açougues,C-1,40,Comércio varejista de carnes - açougues
C-61-0,Peixaria,C-1,40,
C-61-1,Peixaria,C-1,40,Peixaria
C-61-2,Peixaria,C-1,40,Peixaria
C-61-3,Peixaria,C-1,40,Peixaria
C-62-0,Comércio varejista de hortifrutigranjeiros,C-1,200,
C-62-1,"varejista de hortifrutigranjeiros, Comércio",C-1,200,Comércio varejista de hortifrutigranjeiros
C-62-2,"Comércio, varejista de hortifrutigranjeiros",C-1,200,Comércio varejista de hortifrutigranjeiros
C-62-3,Comércio varejista de hortifrutigranjeiros,C-1,200,Comércio varejista de hortifrutigranjeiros
C-63-0,Tabacaria,C-1,200,
C-63-1,Tabacaria,C-1,200,Tabacaria
C-63-2,Tabacaria,C-1,200,Tabacaria
C-63-3,Tabacaria,C-1,200,Tabacaria
C-64-0,Comércio varejista de material elétrico,C-1,300,
C-64-1,"varejista de material elétrico, Comércio",C-1,300,Comércio varejista de material elétrico
C-64-2,"Comércio, varejista de material elétrico",C-1,300,Comércio varejista de material elétrico
C-64-3,Comércio varejista de material elétrico,C-1,300,Comércio varejista de material elétrico
C-65-0,Comércio varejista de vidros,C-1,300,
C-65-1,"varejista de vidros, Comércio",C-1,300,Comércio varejista de vidros
C-65-2,"Comércio, varejista de vidros",C-1,300,Comércio varejista de vidros
C-65-3,Comércio varejista de vidros,C-1,300,Comércio varejista de vidros
C-66-0,Comércio varejista de ferragens e ferramentas,C-1,300,
C-66-1,"varejista de ferragens e ferramentas, Comércio",C-1,300,Comércio varejista de ferragens e ferramentas
C-66-2,"Comércio, varejista de ferragens e ferramentas",C-1,300,Comércio varejista de ferragens e ferramentas
C-66-3,Comércio varejista de ferragens e ferramentas,C-1,300,Comércio varejista de ferragens e ferramentas
C-67-0,Comércio varejista de materiais hidráulicos,C-1,300,
C-67-1,"varejista de materiais hidráulicos, Comércio",C-1,300,Comércio varejista de materiais hidráulicos
C-67-2,"Comércio, varejista de materiais hidráulicos",C-1,300,Comércio varejista de materiais hidráulicos
C-67-3,Comércio varejista de materiais hidráulicos,C-1,300,Comércio varejista de materiais hidráulicos
C-68-0,Comércio varejista de pedras para revestimento,C-1,40,
C-68-1,"varejista de pedras para revestimento, Comércio",C-1,40,Comércio varejista de pedras para revestimento
C-68-2,"Comércio, varejista de pedras para revestimento",C-1,40,Comércio varejista de pedras para revestimento
C-68-3,Comércio varejista de pedras para revestimento,C-1,40,Comércio varejista de pedras para revestimento
C-69-0,Comércio varejista de materiais de construção em geral,C-1,300,
C-69-1,"varejista de materiais de construção em geral, Comércio",C-1,300,Comércio varejista de materiais de construção em geral
C-69-2,"Comércio, varejista de materiais de construção em geral",C-1,300,Comércio varejista de materiais de construção em geral
C-69-3,Comércio varejista de materiais de construção em geral,C-1,300,Comércio varejista de materiais de construção em geral
C-70-0,Comércio varejista especializado de equipamentos e suprimentos de informática,C-1,300,
C-70-1,"varejista especializado de equipamentos e suprimentos de informática, Comércio",C-1,300,Comércio varejista especializado de equipamentos e suprimentos de informática
C-70-2,"Comércio, varejista especializado de equipamentos e suprimentos de informática",C-1,300,Comércio varejista especializado de equipamentos e suprimentos de informática
C-70-3,Comércio varejista especializado de equipamentos e suprimentos de informática,C-1,300,Comércio varejista especializado de equipamentos e suprimentos de informática
C-71-0,Recarga de cartuchos para equipamentos de informática,C-1,300,
C-71-1,"de cartuchos para equipamentos de informática, Recarga",C-1,300,Recarga de cartuchos para equipamentos de informática
C-71-2,"Recarga, de cartuchos para equipamentos de informática",C-1,300,Recarga de cartuchos para equipamentos de informática
C-71-3,Recarga de cartuchos para equipamentos de informática,C-1,300,Recarga de cartuchos para equipamentos de informática
C-72-0,Comércio varejista especializado de equipamentos de telefonia e comunicação,C-1,300,
C-72-1,"varejista especializado de equipamentos de telefonia e comunicação, Comércio",C-1,300,Comércio varejista especializado de equipamentos de telefonia e comunicação
C-72-2,"Comércio, varejista especializado de equipamentos de telefonia e comunicação",C-1,300,Comércio varejista especializado de equipamentos de telefonia e comunicação
C-72-3,Comércio varejista especializado de equipamentos de telefonia e comunicação,C-1,300,Comércio varejista especializado de equipamentos de telefonia e comunicação
C-73-0,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,C-1,300,
C-73-1,"varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo, Comércio",C-1,300,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
C-73-2,"Comércio, varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo",C-1,300,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
C-73-3,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,C-1,300,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
C-74-0,Comércio varejista de móveis,C-1,300,
C-74-1,"varejista de móveis, Comércio",C-1,300,Comércio varejista de móveis
C-74-2,"Comércio, varejista de móveis",C-1,300,Comércio varejista de móveis
C-74-3,Comércio varejista de móveis,C-1,300,Comércio varejista de móveis
C-75-0,Comércio varejista de artigos de colchoaria,C-1,300,
C-75-1,"varejista de artigos de colchoaria, Comércio",C-1,300,Comércio varejista de artigos de colchoaria
C-75-2,"Comércio, varejista de artigos de colchoaria",C-1,300,Comércio varejista de artigos de colchoaria
C-75-3,Comércio varejista de artigos de colchoaria,C-1,300,Comércio varejista de artigos de colchoaria
C-76-0,Comércio varejista de artigos de iluminação,C-1,300,
C-76-1,"varejista de artigos de iluminação, Comércio",C-1,300,Comércio varejista de artigos de iluminação
C-76-2,"Comércio, varejista de artigos de iluminação",C-1,300,Comércio varejista de artigos de iluminação
C-76-3,Comércio varejista de artigos de iluminação,C-1,300,Comércio varejista de artigos de iluminação
C-77-0,Comércio varejista de artigos de armarinho,C-1,300,
C-77-1,"varejista de artigos de armarinho, Comércio",C-1,300,Comércio varejista de artigos de armarinho
C-77-2,"Comércio, varejista de artigos de armarinho",C-1,300,Comércio varejista de artigos de armarinho
C-77-3,Comércio varejista de artigos de armarinho,C-1,300,Comércio varejista de artigos de armarinho
C-78-0,"Comércio varejista de artigos de cama, mesa e banho",C-1,300,
C-78-1,"varejista de artigos de cama, mesa e banho, Comércio",C-1,300,"Comércio varejista de artigos de cama, mesa e banho"
C-78-2,"Comércio, varejista de artigos de cama, mesa e banho",C-1,300,"Comércio varejista de artigos de cama, mesa e banho"
C-78-3,"Comércio varejista de artigos de cama, mesa e banho",C-1,300,"Comércio varejista de artigos de cama, mesa e banho"
C-79-0,Comércio varejista especializado de instrumentos musicais e acessórios,C-1,300,
C-79-1,"varejista especializado de instrumentos musicais e acessórios, Comércio",C-1,300,Comércio varejista especializado de instrumentos musicais e acessórios
C-79-2,"Comércio, varejista especializado de instrumentos musicais e acessórios",C-1,300,Comércio varejista especializado de instrumentos musicais e acessórios
C-79-3,Comércio varejista especializado de instrumentos musicais e acessórios,C-1,300,Comércio varejista especializado de instrumentos musicais e acessórios
C-80-0,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação",C-1,300,
C-80-1,"varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação, Comércio",C-1,300,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação"
C-80-2,"Comércio, varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação",C-1,300,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação"
C-80-3,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação",C-1,300,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto  informática e comunicação"
C-81-0,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",C-1,300,
C-81-1,"varejista de artigos de tapeçaria, cortinas e persianas, Comércio",C-1,300,"Comércio varejista de artigos de tapeçaria, cortinas e persianas"
C-81-2,"Comércio, varejista de artigos de tapeçaria, cortinas e persianas",C-1,300,"Comércio varejista de artigos de tapeçaria, cortinas e persianas"
C-81-3,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",C-1,300,"Comércio varejista de artigos de tapeçaria, cortinas e persianas"
